Contributor_login;repository_name;average_issues_comments_length;average_time_to_close_issues;issues_closed;issues_opened;issues_participated;issues_closed_per_day;average_comments_per_issue;early_additions;early_deletions;late_additions;late_deletions;change_bursts;biggest_burst_length;inactive_period_within_active_period;tot_additions;tot_deletions;activity_period_in_days;total_file_additions;total_file_deletions;total_file_modifications;total_file_changes;commits_authored;total_lines_of_code_changed;violations_added;violations_eliminated
yukawa;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;20;19;0;0;0;1;0.0;20;38;1;0;0;2;2;2;0;0;0
abdullahibneat;amirzaidi/Launcher3;173.333333333;NA;0;1;78;0.0;2.15384615385;0;0;0;0;0;0;100;0;0;0;1;0;0;1;1;0;0;0
FireFart;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;6;2;0;0;0;1;0.0;6;4;1;0;0;2;2;1;0;0;0
schliflo;amirzaidi/Launcher3;109.75;NA;0;1;4;0.0;1.0;0;0;0;0;0;0;100;0;0;0;1;0;0;1;1;0;0;0
jshuma;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;0;0;0;0;0;1;0.0;0;0;1;0;0;0;0;1;0;0;0
maxtroy;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
roozbehp;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;254;566;0;0;0;1;0.0;254;1132;1;0;3;3;6;1;0;0;0
YAJATapps;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;1;0;1;2;1;159;24;3
aogilvie;Wizcorp/phonegap-facebook-plugin;217.389513109;11.0990600497;581;69;631;0.251188932123;1.69255150555;1;1;1;1;11;12;0.905564924115;209376;195720;593;692;69;1107;1879;134;80471;10750;749
stevengill;Wizcorp/phonegap-facebook-plugin;120.96969697;11.2283242259;61;0;26;0.0263726761781;1.26923076923;15;399;1;1;4;3;0.947565543071;84834;108490;534;140;40;85;269;52;4129;439;88
caabernathy;Wizcorp/phonegap-facebook-plugin;193.041666667;NA;0;0;17;0.0;1.41176470588;141;88;107;99;2;2;0.968208092486;1564;2518;346;0;0;85;87;36;1360;121;67
filmaj;Wizcorp/phonegap-facebook-plugin;220.941176471;10.6319949495;11;0;12;0.00475572849114;1.41666666667;17;6;2035;18613;0;1;0.0;2052;37238;2;6;4;30;40;30;679;49;65
shazron;Wizcorp/phonegap-facebook-plugin;225.46875;10.1894135802;9;13;18;0.00389105058366;1.77777777778;32;29;1;1;3;3;0.979266347687;12308;654;627;26;0;36;62;25;0;0;0
keab42;Wizcorp/phonegap-facebook-plugin;202.0;0.115833333333;1;4;11;0.00043233895374;1.45454545455;86;1;9;2;1;1;0.826086956522;42105;10194;23;108;1;115;228;19;20246;3142;209
josemedaglia;Wizcorp/phonegap-facebook-plugin;466.8;5.16298611111;4;9;5;0.00172935581496;2.0;283;206;4;6;1;1;0.838709677419;289;440;31;0;0;8;8;9;489;20;8
goya;Wizcorp/phonegap-facebook-plugin;179.5;14.7996296296;3;1;2;0.00129701686122;1.0;15039;519;1;1;2;4;0.952380952381;18957;34864;189;17;73;11;120;7;1173;46;42
matiassingers;Wizcorp/phonegap-facebook-plugin;204.166666667;1.38916666667;1;4;14;0.00043233895374;1.28571428571;27;20;37;15;1;1;0.625;106;156;8;0;0;9;9;7;0;0;0
dokterbob;Wizcorp/phonegap-facebook-plugin;400.846153846;23.4197222222;1;3;8;0.00043233895374;1.625;75;10170;2;33;0;1;0.913043478261;77;20406;23;0;3;6;9;5;0;0;0
levsa;Wizcorp/phonegap-facebook-plugin;358.833333333;NA;0;2;3;0.0;2.0;20;2;82724;71807;2;1;0.964912280702;82757;143644;114;66;25;5;96;4;15502;1978;16
matiasleidemer;Wizcorp/phonegap-facebook-plugin;158.75;NA;0;1;3;0.0;2.66666666667;12;10;1;1;0;1;0.714285714286;13;22;7;0;0;3;3;3;0;0;0
pamelafox;Wizcorp/phonegap-facebook-plugin;367.6;NA;0;5;4;0.0;1.25;6;2;2;2;1;1;0.571428571429;22;8;7;0;0;3;3;3;0;0;0
severedsea;Wizcorp/phonegap-facebook-plugin;96.3333333333;NA;0;1;3;0.0;1.0;9;1;10;9;0;1;0.857142857143;19;20;14;0;0;2;2;2;29;1;0
jakecraige;Wizcorp/phonegap-facebook-plugin;421.0;19.7165277778;4;5;6;0.00172935581496;1.33333333333;10;6;5;5;0;1;0.75;15;22;8;0;0;2;2;2;0;0;0
mbektchiev;Wizcorp/phonegap-facebook-plugin;192.4;11.7393055556;2;3;3;0.000864677907479;1.66666666667;1;2;2;1;0;1;0.777777777778;3;6;9;0;0;2;2;2;0;0;0
webmat;Wizcorp/phonegap-facebook-plugin;511.5;6.13888888889;1;4;5;0.00043233895374;1.2;1;1;0;0;0;1;0.0;1;2;1;0;0;2;2;2;0;0;0
ghn;Wizcorp/phonegap-facebook-plugin;174.666666667;7.20638888889;1;2;2;0.00043233895374;1.5;15;13;0;0;0;1;0.0;15;26;1;0;0;2;2;2;0;0;0
jcvalerio;Wizcorp/phonegap-facebook-plugin;104.0;0.740555555556;1;2;2;0.00043233895374;1.0;11;5;8;3;0;1;0.0;19;16;2;0;0;2;2;2;27;20;12
jrouault;Wizcorp/phonegap-facebook-plugin;205.444444444;10.3573611111;4;0;5;0.00172935581496;1.8;33;1;2;2;0;1;0.857142857143;35;6;14;1;0;3;4;2;0;0;0
mixtmeta;Wizcorp/phonegap-facebook-plugin;43.0;13.8033333333;1;2;1;0.00043233895374;1.0;32;8;0;0;0;1;0.0;32;16;1;0;0;2;2;2;40;23;14
blaind;Wizcorp/phonegap-facebook-plugin;266.166666667;NA;0;1;2;0.0;3.0;37;0;0;0;0;1;0.0;37;0;1;0;0;4;4;2;15;8;8
atuttle;Wizcorp/phonegap-facebook-plugin;68.0;NA;0;0;2;0.0;1.0;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
samsonasu;Wizcorp/phonegap-facebook-plugin;NA;NA;0;1;0;0.0;NA;1;2;0;0;0;1;0.0;1;4;1;0;0;1;1;1;3;0;0
dsolimando;Wizcorp/phonegap-facebook-plugin;33.3333333333;21.2833333333;1;2;1;0.00043233895374;3.0;30;46;0;0;0;1;0.0;30;92;1;0;0;1;1;1;0;0;0
EnesTanriover;Wizcorp/phonegap-facebook-plugin;150.0;0.4075;1;3;1;0.00043233895374;1.0;3;3;0;0;0;1;0.0;3;6;1;0;0;1;1;1;0;0;0
gabrielfgularte;Wizcorp/phonegap-facebook-plugin;69.75;NA;0;2;3;0.0;1.33333333333;53;52;0;0;0;1;0.0;53;104;1;0;0;1;1;1;0;0;0
gmcnaughton;Wizcorp/phonegap-facebook-plugin;70.0;NA;0;2;2;0.0;1.0;34;1;0;0;0;1;0.0;34;2;1;0;0;1;1;1;0;0;0
gkorland;Wizcorp/phonegap-facebook-plugin;NA;NA;0;2;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
lukemelia;Wizcorp/phonegap-facebook-plugin;NA;NA;0;1;0;0.0;NA;1;2;0;0;0;1;0.0;1;4;1;0;0;1;1;1;0;0;0
damrbaby;Wizcorp/phonegap-facebook-plugin;211.0;5.97;1;3;2;0.00043233895374;1.5;3;3;0;0;0;1;0.0;3;6;1;0;0;1;1;1;0;0;0
mhayes14;Wizcorp/phonegap-facebook-plugin;555.818181818;22.5511111111;1;3;8;0.00043233895374;1.375;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
ronkorving;Wizcorp/phonegap-facebook-plugin;235.375;12.3418055556;2;1;6;0.000864677907479;1.33333333333;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
rosshadden;Wizcorp/phonegap-facebook-plugin;198.0;4.18166666667;1;3;2;0.00043233895374;1.0;7;5;0;0;0;1;0.0;7;10;1;0;0;1;1;1;0;0;0
gordalina;Wizcorp/phonegap-facebook-plugin;85.75;NA;0;1;2;0.0;4.0;1;0;0;0;0;1;0.0;1;0;1;0;0;1;1;1;0;0;0
sebastianzillessen;Wizcorp/phonegap-facebook-plugin;302.0625;14.8098148148;3;9;17;0.00129701686122;1.88235294118;41;0;0;0;0;1;0.0;41;0;1;0;0;1;1;1;0;0;0
Sneko;Wizcorp/phonegap-facebook-plugin;481.384615385;7.81263888889;2;6;10;0.000864677907479;2.6;6;1;0;0;0;1;0.0;6;2;1;0;0;1;1;1;7;1;1
axacheng;Wizcorp/phonegap-facebook-plugin;NA;NA;0;2;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
bperin;Wizcorp/phonegap-facebook-plugin;NA;NA;0;1;0;0.0;NA;25;27;0;0;0;1;0.0;25;54;1;0;0;1;1;1;52;0;0
vergnesOL;Wizcorp/phonegap-facebook-plugin;NA;NA;0;0;0;0;NA;85;100;0;0;0;1;0.0;85;200;1;0;0;1;1;1;185;8;11
robert4os;Wizcorp/phonegap-facebook-plugin;346.333333333;NA;0;7;2;0.0;1.5;1;0;0;0;0;1;0.0;1;0;1;0;0;1;1;1;1;0;0
zcweng;zcweng/ToggleButton;55.7;13.10125;14;0;8;0.0181347150259;1.25;1;1;16;1;0;1;0.980353634578;3633;4996;509;62;28;42;137;30;3636;343;236
ErQi;zcweng/ToggleButton;63.0;NA;0;2;1;0.0;1.0;344;59;30;22;1;1;0.0;461;470;3;3;6;23;36;6;17;1;1
msdx;zcweng/ToggleButton;149.75;1.69083333333;2;6;2;0.00259067357513;2.0;4;207;5;1;0;1;0.846153846154;9;416;13;0;2;2;4;2;0;0;0
yongjhih;zcweng/ToggleButton;NA;NA;0;1;0;0.0;NA;406;1781;0;0;0;1;0.0;406;3562;1;9;16;1;26;1;1777;0;233
ravidsrk;zcweng/ToggleButton;NA;NA;0;1;0;0.0;NA;4;5;0;0;0;1;0.0;4;10;1;0;0;1;1;1;0;0;0
TedYin;zcweng/ToggleButton;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
andyken;zcweng/ToggleButton;NA;NA;0;1;0;0.0;NA;16;1;0;0;0;1;0.0;16;2;1;0;0;3;3;1;0;0;0
dongchengXie;zcweng/ToggleButton;8.0;NA;0;1;1;0.0;1.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
xuhuan;zcweng/ToggleButton;31.0;NA;0;1;1;0.0;1.0;2;0;0;0;0;1;0.0;2;0;1;0;0;1;1;1;0;0;0
bmelnychuk;bmelnychuk/AndroidTreeView;140.654867257;11.0511;25;0;66;0.0248262164846;1.71212121212;23;0;3;3;1;4;0.962053571429;611;102;448;5;0;33;38;29;257;45;0
MathiasBerwig;bmelnychuk/AndroidTreeView;171.333333333;NA;0;2;2;0.0;1.5;10;11;0;0;0;1;0.0;10;22;1;0;0;4;4;4;21;1;0
allonmj;bmelnychuk/AndroidTreeView;NA;NA;0;1;0;0.0;NA;3;1;0;0;0;1;0.0;3;2;1;0;0;1;1;1;0;0;0
SzigetiPeter;bmelnychuk/AndroidTreeView;NA;NA;0;1;0;0.0;NA;174;2;0;0;0;1;0.0;174;4;1;2;0;2;4;1;176;28;0
yehe01;bmelnychuk/AndroidTreeView;119.25;2.02555555556;2;3;2;0.00198609731877;2.0;12;1;0;0;0;1;0.0;12;2;1;0;0;2;2;1;13;3;0
markt-asf;apache/tomcat;254.62;10.8314772727;22;0;37;0.0143229166667;1.35135135135;14;5;601;49;62;191;0.441085455844;751556;1224216;4201;1746;933;37954;41003;13115;20558;1505;2474
rmaucher;apache/tomcat;107.0;NA;0;0;2;0.0;1.0;60;1;7;1;63;45;0.889772993213;417260;68270;4273;673;32;2652;3361;941;2364;231;114
violetagg;apache/tomcat;202.0;8.42888888889;1;3;6;0.000651041666667;2.16666666667;6;4;1;1;37;14;0.879790940767;13418;9052;1722;30;1;1028;1061;373;187;45;11
mturk;apache/tomcat;NA;NA;0;0;0;0;NA;190;110;1;1;12;4;0.974379188017;292726;582492;2537;54;53;246;353;129;0;0;0
FSchumacher;apache/tomcat;NA;NA;0;0;0;0;NA;4;5;6;6;11;8;0.947065592635;1971;1816;869;2;0;189;191;106;0;0;0
costinm;apache/tomcat;NA;NA;0;0;0;0;NA;9;1;2;2;9;2;0.984510250569;96852;103986;2195;278;144;316;789;75;0;0;0
sylvainlaurent;apache/tomcat;NA;NA;0;0;0;0;NA;302;38;10;7;3;6;0.985793212313;3461;1248;1267;37;2;88;127;30;0;0;0
ebourg;apache/tomcat;100.333333333;21.3436111111;1;1;3;0.000651041666667;1.0;855;1389;29;30;1;1;0.0;1134;4008;3;0;0;426;426;14;0;0;0
YoavShapira;apache/tomcat;NA;NA;0;0;0;0;NA;38;0;9;8;0;1;0.988200589971;169;146;339;0;0;15;15;8;0;0;0
csutherl;apache/tomcat;138.0;NA;0;0;2;0.0;1.0;213;0;9;1;2;1;0.974137931034;253;10;232;2;0;10;12;6;6;0;1
olamy;apache/tomcat;NA;NA;0;0;0;0;NA;0;0;5;10;0;1;0.996360327571;14;26;1099;1;0;2;3;5;0;0;0
jimjag;apache/tomcat;NA;NA;0;0;0;0;NA;1;0;6;6;0;1;0.991379310345;7;12;232;0;0;2;2;2;0;0;0
martin-g;apache/tomcat;109.0;NA;0;0;1;0.0;2.0;1;1;2;2;0;1;0.995073891626;3;6;406;0;0;2;2;2;0;0;0
aclement;spring-projects/spring-loaded;340.19;9.27809920635;70;8;96;0.0395480225989;2.08333333333;292;7;133;38;21;7;0.951515151515;93839;38828;1815;498;12;709;1239;183;40250;4937;483
spring-buildmaster;spring-projects/spring-loaded;NA;NA;0;0;0;0;NA;1;1;2;2;0;1;0.992248062016;18;36;1290;0;0;18;18;18;0;0;0
stefaneggerstorfer;spring-projects/spring-loaded;487.5;11.4736111111;1;2;2;0.000564971751412;1.0;413;21;1;1;1;2;0.722222222222;4203;5486;18;35;2;54;135;10;2479;425;5
ramonza;spring-projects/spring-loaded;650.0;NA;0;1;1;0.0;1.0;88;3;21;27;1;1;0.5;155;70;6;4;0;8;12;4;0;0;0
rwinch;spring-projects/spring-loaded;875.6;NA;0;2;1;0.0;5.0;9;7;52;3;0;1;0.939393939394;61;20;33;2;0;6;9;4;0;0;0
sdeleuze;spring-projects/spring-loaded;129.0;0.536111111111;1;2;3;0.000564971751412;2.0;36;8;3;4;0;1;0.928571428571;109;82;42;0;0;4;4;4;143;34;15
zyro23;spring-projects/spring-loaded;392.5625;NA;0;8;9;0.0;1.77777777778;6;5;3;1;0;1;0.95;9;12;40;0;0;3;3;3;15;1;0
davydotcom;spring-projects/spring-loaded;235.857142857;22.9016666667;1;2;3;0.000564971751412;2.33333333333;270;2;6;2;0;1;0.666666666667;276;8;6;1;0;2;3;2;280;53;0
jtulach;spring-projects/spring-loaded;1286.5;NA;0;1;2;0.0;2.0;859;308;0;0;0;1;0.0;859;616;1;2;0;19;21;2;656;113;11
graemerocher;spring-projects/spring-loaded;141.166666667;2.34111111111;1;7;5;0.000564971751412;2.4;76;2;0;0;0;1;0.0;76;4;1;1;0;3;4;2;78;11;0
joeschweitzer;spring-projects/spring-loaded;52.0;NA;0;1;1;0.0;1.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;3;3
lhartikk;spring-projects/spring-loaded;33.0;NA;0;2;1;0.0;1.0;65;0;0;0;0;1;0.0;65;0;1;2;0;2;4;1;65;18;2
sam-ma;spring-projects/spring-loaded;NA;NA;0;1;0;0.0;NA;3;2;0;0;0;1;0.0;3;4;1;0;0;1;1;1;5;0;0
SerCeMan;spring-projects/spring-loaded;27.5;NA;0;1;2;0.0;1.0;26;0;0;0;0;1;0.0;26;0;1;0;0;1;1;1;26;13;4
snicoll;spring-projects/spring-loaded;NA;NA;0;1;0;0.0;NA;3;3;0;0;0;1;0.0;3;6;1;0;0;1;1;1;0;0;0
kaklakariada;spring-projects/spring-loaded;74.0;NA;0;1;1;0.0;1.0;4;4;0;0;0;1;0.0;4;8;1;0;0;1;1;1;0;0;0
davidxia;spotify/helios;249.915576694;9.33530744337;412;366;523;0.321372854914;1.60803059273;1;12;15;6;30;41;0.791596638655;44358;60070;1190;175;47;3146;3390;604;38957;1362;944
mattnworb;spotify/helios;249.978395062;8.99306917211;204;184;355;0.159126365055;1.82535211268;17;7;71;71;19;16;0.878703703704;25518;30668;1080;162;55;1871;2094;450;16275;1240;895
rculbertson;spotify/helios;37.7209302326;6.77196581197;78;79;120;0.0608424336973;1.075;116;6;2;2;12;21;0.903529411765;8163;5496;850;34;6;557;597;179;0;0;0
rohansingh;spotify/helios;84.0640243902;5.51531527778;200;169;249;0.15600624025;1.31726907631;9;0;19;10;17;14;0.893593919653;20516;17042;921;125;49;497;676;171;811;84;0
danielnorberg;spotify/helios;117.268817204;9.21502314815;36;64;58;0.0280811232449;1.60344827586;145;146;3;3;3;25;0.924528301887;42705;8412;477;204;9;367;580;131;78;16;0
gimaker;spotify/helios;92.4464944649;11.4248263889;40;43;177;0.0312012480499;1.53107344633;14;0;41;4;11;6;0.949685534591;5483;7526;795;38;66;347;453;122;592;112;28
drewcsillag;spotify/helios;141.587096774;9.4201647001;113;87;124;0.088143525741;1.25;111;15;0;12;5;19;0.654761904762;9831;5690;168;51;6;510;568;121;0;0;0
negz;spotify/helios;238.626865672;9.20606666667;25;28;35;0.0195007800312;1.91428571429;59;0;12;4;7;6;0.920353982301;6265;6296;339;29;13;418;475;88;8718;386;87
spotify-helios-ci-agent;spotify/helios;NA;NA;0;0;0;0;NA;20;20;22;22;2;20;0.666666666667;554;1108;72;0;0;502;502;52;0;0;0
philipcristiano;spotify/helios;111.75;14.625;10;4;6;0.00780031201248;1.33333333333;2;2;2;14;2;2;0.826086956522;1144;1220;46;11;3;42;56;20;0;0;0
mbruggmann;spotify/helios;212.7;0.82375;2;9;8;0.0015600624025;1.25;1;0;280;44;1;1;0.978787878788;310;120;330;1;0;29;30;14;0;0;0
mavenraven;spotify/helios;20.4;8.48631944444;8;10;4;0.00624024960998;1.25;1;0;165;358;0;1;0.986301369863;166;716;146;1;0;39;40;14;829;34;50
dflemstr;spotify/helios;138.333333333;4.76944444444;1;6;5;0.000780031201248;1.8;166;7;434;51;0;1;0.996042216359;678;118;758;8;2;23;34;12;958;70;25
kobolog;spotify/helios;83.3;9.84742063492;7;7;8;0.00546021840874;1.25;4;1;12;2;3;1;0.957219251337;1220;954;187;6;1;57;64;8;0;0;0
zalenski;spotify/helios;76.2;NA;0;1;1;0.0;5.0;542;101;0;0;0;1;0.0;542;202;1;6;0;27;33;8;581;75;12
caipre;spotify/helios;170.714285714;5.88888888889;8;6;11;0.00624024960998;1.27272727273;0;0;0;0;0;0;100;0;0;0;2;0;280;282;6;3331;144;19
carlanton;spotify/helios;198.869565217;4.92777777778;1;7;9;0.000780031201248;2.55555555556;1;0;166;8;0;1;0.971698113208;326;54;106;3;0;14;17;5;0;0;0
sncohen;spotify/helios;95.0;15.5806481481;3;2;2;0.00234009360374;1.0;473;76;25;0;1;1;0.25;525;156;4;4;0;13;17;5;0;0;0
christoe;spotify/helios;64.0;NA;0;1;1;0.0;1.0;30;7;8;5;0;1;0.5;38;24;4;0;0;6;6;2;46;7;0
danielhan;spotify/helios;4.0;0.228611111111;1;3;1;0.000780031201248;1.0;0;0;0;0;0;0;100;0;0;0;0;0;4;4;2;442;20;8
evgeny-goldin;spotify/helios;135.428571429;4.86722222222;1;4;3;0.000780031201248;2.33333333333;1;1;2;5;0;1;0.941176470588;3;12;34;0;0;2;2;2;0;0;0
regadas;spotify/helios;NA;NA;0;1;0;0.0;NA;3;4;0;0;0;1;0.0;3;8;1;0;0;3;3;2;0;0;0
pehrs;spotify/helios;173.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;7;7;2;0;0;0
perfa;spotify/helios;68.5;NA;0;3;1;0.0;2.0;21;2;0;0;0;1;0.0;21;4;1;0;0;2;2;2;0;0;0
saunakchakrabarti;spotify/helios;189.0;1.98944444444;1;1;2;0.000780031201248;1.0;0;0;0;0;0;0;100;0;0;0;0;0;3;3;2;0;0;0
carlpett;spotify/helios;224.5;NA;0;1;1;0.0;4.0;124;4;0;0;0;1;0.0;124;8;1;1;0;8;9;1;122;24;8
saiberz;spotify/helios;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
rydenius;spotify/helios;101.0;NA;0;1;1;0.0;1.0;35;12;0;0;0;1;0.0;35;24;1;0;0;10;10;1;0;0;0
lawrencepit;spotify/helios;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
martina-if;spotify/helios;131.5;NA;0;1;1;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
elemel;spotify/helios;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
odsod;spotify/helios;18.0;NA;0;1;1;0.0;1.0;14;14;0;0;0;1;0.0;14;28;1;0;0;3;3;1;28;3;3
exstac;spotify/helios;3137.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;5;1;0
yonromai;spotify/helios;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
deverant;spotify/helios;222.0;NA;0;1;1;0.0;2.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
daniel-kristjansson;spotify/helios;NA;NA;0;1;0;0.0;NA;21;20;0;0;0;1;0.0;21;40;1;0;0;1;1;1;41;0;0
mishako;spotify/helios;131.0;NA;0;1;1;0.0;1.0;15;0;0;0;0;1;0.0;15;0;1;0;0;1;1;1;15;2;0
rwstephenson;spotify/helios;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;12;0;0
spiffytech;spotify/helios;125.0;NA;0;1;1;0.0;1.0;6;2;0;0;0;1;0.0;6;4;1;0;0;2;2;1;0;0;0
AnderWeb;AnderWeb/discreteSeekBar;255.732142857;11.941452381;35;0;35;0.0326188257223;1.6;40;15;3;3;4;3;0.967289719626;3946;468;428;43;0;57;100;29;3016;437;8
AOrobator;AnderWeb/discreteSeekBar;270.823529412;NA;0;4;13;0.0;1.30769230769;88;14;100;95;0;1;0.0;188;218;2;0;0;12;12;6;293;17;10
ignaciogs;AnderWeb/discreteSeekBar;162.125;11.35625;6;0;11;0.00559179869525;1.45454545455;17;4;62;30;0;1;0.989898989899;79;68;198;0;0;9;9;3;109;6;7
kshilovskiy;AnderWeb/discreteSeekBar;42.5;NA;0;1;1;0.0;2.0;13;2;0;1;0;1;0.777777777778;13;6;9;0;0;3;3;2;13;3;0
altseele;AnderWeb/discreteSeekBar;NA;NA;0;0;0;0;NA;3;3;0;0;0;1;0.0;3;6;1;0;0;1;1;1;6;0;0
takahirom;AnderWeb/discreteSeekBar;106.0;NA;0;2;1;0.0;1.0;10;0;0;0;0;1;0.0;10;0;1;0;0;1;1;1;10;4;0
mcharmas;mcharmas/Android-ReactiveLocation;238.716894977;9.35742907801;141;6;129;0.101365923796;1.6976744186;21;1;483;277;4;4;0.975409836066;24988;41890;1342;152;92;303;590;117;6552;894;109
moskvax;mcharmas/Android-ReactiveLocation;197.5;NA;0;1;1;0.0;2.0;376;2;161;108;1;1;0.25;559;274;4;7;2;8;17;5;612;68;16
R4md4c;mcharmas/Android-ReactiveLocation;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;3;3;3;0;0;0
Numan1617;mcharmas/Android-ReactiveLocation;NA;NA;0;1;0;0.0;NA;196;12;0;0;0;1;0.0;196;24;1;2;0;4;6;3;146;20;1
intrications;mcharmas/Android-ReactiveLocation;376.5;NA;0;4;3;0.0;1.33333333333;1;1;2;2;0;1;0.6;3;6;5;0;0;3;3;3;0;0;0
chris-horner;mcharmas/Android-ReactiveLocation;225.5;NA;0;2;1;0.0;2.0;112;12;156;0;0;1;0.75;268;24;8;5;0;4;10;2;258;17;0
nl-bam;mcharmas/Android-ReactiveLocation;NA;NA;0;0;0;0;NA;135;91;0;0;0;1;0.0;135;182;1;0;0;14;14;2;220;2;5
pranaysharma;mcharmas/Android-ReactiveLocation;87.75;22.1333333333;1;2;3;0.000718907260963;1.33333333333;26;0;3;3;0;1;0.75;29;6;8;0;0;2;2;2;32;4;0
zoltanf;mcharmas/Android-ReactiveLocation;215.2;21.5802777778;2;3;3;0.00143781452193;3.33333333333;158;1;16;1;0;1;0.0;174;4;2;0;0;2;2;2;176;0;0
sebastianmarschall;mcharmas/Android-ReactiveLocation;NA;NA;0;1;0;0.0;NA;97;61;0;0;0;1;0.0;97;122;1;0;0;2;2;2;158;6;0
sytolk;mcharmas/Android-ReactiveLocation;545.340909091;NA;0;9;20;0.0;2.2;11;11;0;0;0;1;0.0;11;22;1;0;0;5;5;2;12;1;0
egor-n;mcharmas/Android-ReactiveLocation;6.0;NA;0;1;1;0.0;1.0;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
edenman;mcharmas/Android-ReactiveLocation;105.333333333;NA;0;3;2;0.0;1.5;1;0;0;0;0;1;0.0;1;0;1;0;0;1;1;1;1;0;0
gbero;mcharmas/Android-ReactiveLocation;41.0;NA;0;1;1;0.0;1.0;18;8;0;0;0;1;0.0;18;16;1;0;0;3;3;1;26;0;0
IgorGanapolsky;mcharmas/Android-ReactiveLocation;329.363636364;0.579444444444;2;7;7;0.00143781452193;1.57142857143;12;5;0;0;0;1;0.0;12;10;1;0;0;3;3;1;0;0;0
jvbreen1;mcharmas/Android-ReactiveLocation;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
kboyarshinov;mcharmas/Android-ReactiveLocation;59.3333333333;NA;0;2;1;0.0;3.0;4;1;0;0;0;1;0.0;4;2;1;0;0;1;1;1;5;0;0
plackemacher;mcharmas/Android-ReactiveLocation;35.0;NA;0;1;1;0.0;1.0;3;3;0;0;0;1;0.0;3;6;1;0;0;1;1;1;6;0;0
phajduk;mcharmas/Android-ReactiveLocation;275.0;NA;0;1;3;0.0;1.33333333333;31;18;0;0;0;1;0.0;31;36;1;0;0;9;9;1;41;0;0
rishibaldawa;mcharmas/Android-ReactiveLocation;400.0;NA;0;1;1;0.0;1.0;1;0;0;0;0;1;0.0;1;0;1;0;0;1;1;1;0;0;0
RomanIakovlev;mcharmas/Android-ReactiveLocation;130.0;NA;0;2;1;0.0;3.0;17;12;0;0;0;1;0.0;17;24;1;0;0;3;3;1;21;0;0
Turbo87;mcharmas/Android-ReactiveLocation;NA;NA;0;1;0;0.0;NA;66;56;0;0;0;1;0.0;66;112;1;0;0;1;1;1;0;0;0
cyrixmorten;mcharmas/Android-ReactiveLocation;815.045454545;NA;0;2;13;0.0;1.69230769231;0;0;0;0;0;0;100;0;0;0;5;0;12;17;1;447;41;15
rindress;mcharmas/Android-ReactiveLocation;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
flavienlaurent;flavienlaurent/datetimepicker;94.9333333333;9.55952641166;61;0;53;0.0388040712468;1.41509433962;1;1;11;60;4;2;0.959595959596;9003;3040;495;134;15;152;301;54;6192;1398;531
edisonw;flavienlaurent/datetimepicker;176.857142857;NA;0;2;6;0.0;1.16666666667;3264;76;1855;116;0;1;0.0;5119;384;2;18;0;72;90;6;2583;444;1
raymondlam;flavienlaurent/datetimepicker;412.666666667;NA;0;2;3;0.0;1.0;36;17;0;0;0;1;0.0;36;34;1;0;0;7;7;3;51;10;5
